Order Date,Region,Category,Sub-Category,Customer Name,Quantity,Sales,Discount,Profit
2024-07-15,East,Office Supplies,Binders,Customer 73,7,80.07,0.1,12.14
2024-08-11,Central,Technology,Phones,Customer 63,9,1356.18,0.0,-72.68
2023-02-27,Central,Office Supplies,Art,Customer 13,7,114.54,0.3,10.5
2023-04-21,Central,Furniture,Chairs,Customer 46,9,829.29,0.4,107.64
2023-05-13,South,Office Supplies,Binders,Customer 59,8,109.49,0.2,13.7
2024-05-12,West,Office Supplies,Labels,Customer 48,5,88.63,0.15,14.79
2024-09-04,East,Furniture,Chairs,Customer 109,3,239.9,0.0,112.49
2023-02-06,Central,Furniture,Chairs,Customer 104,13,465.81,0.0,231.66
2024-02-26,West,Office Supplies,Art,Customer 101,10,125.87,0.3,-14.69
2024-03-16,Central,Technology,Copiers,Customer 106,5,163.47,0.0,39.77
2024-10-16,East,Furniture,Bookcases,Customer 6,6,683.04,0.15,60.11
2023-07-24,East,Office Supplies,Storage,Customer 58,7,100.54,0.2,-8.22
2024-10-02,East,Office Supplies,Art,Customer 22,4,50.61,0.3,-2.21
2024-11-18,West,Furniture,Tables,Customer 92,8,136.77,0.3,2.66
2023-10-18,Central,Office Supplies,Binders,Customer 64,4,78.9,0.4,-1.32
2023-12-13,Central,Furniture,Chairs,Customer 37,2,70.3,0.15,9.84
2024-02-19,East,Office Supplies,Paper,Customer 84,10,167.15,0.1,-26.07
2023-08-08,South,Office Supplies,Storage,Customer 119,4,71.61,0.2,5.02
2024-07-11,South,Furniture,Chairs,Customer 97,4,217.56,0.1,49.65
2023-07-14,South,Furniture,Bookcases,Customer 23,11,926.4,0.0,316.19
2024-07-27,Central,Furniture,Bookcases,Customer 89,12,1037.75,0.2,47.04
2023-07-06,West,Furniture,Bookcases,Customer 58,11,941.76,0.4,-334.39
2023-07-01,West,Office Supplies,Labels,Customer 10,1,8.38,0.15,2.35
2023-09-23,West,Office Supplies,Labels,Customer 60,2,8.87,0.1,2.1
2023-03-22,East,Office Supplies,Paper,Customer 4,4,73.07,0.3,2.86
2024-09-30,East,Office Supplies,Art,Customer 88,13,271.67,0.1,5.69
2024-12-18,West,Furniture,Chairs,Customer 8,3,75.71,0.0,1.38
2024-07-23,South,Office Supplies,Art,Customer 46,5,100.13,0.15,13.27
2023-03-17,West,Furniture,Chairs,Customer 120,6,844.32,0.1,136.05
2024-12-06,Central,Office Supplies,Paper,Customer 12,13,228.06,0.3,-25.66
2024-08-20,Central,Office Supplies,Paper,Customer 17,4,83.95,0.1,5.43
2023-09-24,Central,Furniture,Furnishings,Customer 70,8,13.33,0.1,1.19
2024-05-02,East,Office Supplies,Labels,Customer 40,11,146.06,0.3,-8.17
2023-09-11,East,Office Supplies,Storage,Customer 109,3,5.0,0.0,1.22
2023-01-28,South,Office Supplies,Storage,Customer 117,13,136.64,0.4,40.08
2023-01-10,East,Office Supplies,Paper,Customer 37,6,86.7,0.1,22.94
2024-07-11,Central,Furniture,Tables,Customer 5,12,20.0,0.1,2.53
2023-09-06,West,Office Supplies,Binders,Customer 39,11,48.91,0.0,4.61
2024-06-11,West,Technology,Phones,Customer 49,13,840.38,0.1,77.39
2024-05-01,East,Technology,Phones,Customer 57,8,1146.32,0.0,61.1
2023-04-21,West,Office Supplies,Storage,Customer 23,9,15.0,0.15,-0.94
2024-09-28,South,Office Supplies,Binders,Customer 112,6,97.75,0.15,6.1
2024-07-08,South,Office Supplies,Paper,Customer 107,6,59.07,0.1,3.09
2024-05-26,East,Office Supplies,Storage,Customer 32,10,169.16,0.3,-12.86
2024-12-24,West,Office Supplies,Labels,Customer 57,6,56.24,0.15,2.12
2024-01-25,West,Furniture,Bookcases,Customer 115,7,463.27,0.0,50.89
2023-03-13,West,Office Supplies,Art,Customer 60,13,29.45,0.15,1.03
2023-07-02,East,Technology,Accessories,Customer 43,13,1536.65,0.2,421.72
2024-08-01,West,Technology,Machines,Customer 15,11,1890.75,0.1,-1.72
2024-05-17,West,Technology,Machines,Customer 84,11,1570.56,0.0,507.39
2023-06-01,Central,Technology,Machines,Customer 93,13,1450.81,0.15,-185.37
2023-07-10,South,Office Supplies,Art,Customer 86,9,15.0,0.0,2.89
2023-10-24,Central,Office Supplies,Paper,Customer 37,4,44.61,0.1,0.16
2023-09-25,East,Furniture,Chairs,Customer 59,11,373.96,0.1,80.54
2024-09-23,East,Office Supplies,Labels,Customer 82,11,32.43,0.2,-4.71
2024-01-02,South,Office Supplies,Art,Customer 117,2,37.09,0.0,-0.5
2024-08-02,East,Furniture,Bookcases,Customer 95,8,521.66,0.0,0.37
2024-04-07,West,Office Supplies,Labels,Customer 119,3,26.45,0.2,9.8
2024-01-14,East,Furniture,Furnishings,Customer 44,10,258.98,0.15,168.73
2024-02-24,Central,Furniture,Chairs,Customer 48,13,422.61,0.15,55.81
2023-05-17,South,Office Supplies,Binders,Customer 55,6,135.9,0.3,18.62
2023-02-16,East,Office Supplies,Storage,Customer 30,8,43.35,0.0,0.86
2024-12-14,South,Office Supplies,Art,Customer 107,3,5.0,0.0,0.17
2023-09-27,Central,Office Supplies,Storage,Customer 1,10,99.29,0.3,-17.38
2023-11-09,South,Office Supplies,Art,Customer 88,11,93.62,0.0,33.35
2023-06-20,Central,Furniture,Tables,Customer 90,4,337.25,0.2,39.5
2023-06-13,West,Office Supplies,Binders,Customer 74,2,19.73,0.15,2.96
2024-11-25,Central,Furniture,Furnishings,Customer 47,1,3.41,0.1,0.08
2023-05-28,South,Office Supplies,Storage,Customer 76,10,171.59,0.3,-5.82
2024-02-15,East,Technology,Phones,Customer 24,10,1200.27,0.15,135.4
2024-05-22,Central,Technology,Copiers,Customer 85,1,5.81,0.0,2.46
2024-11-13,South,Technology,Accessories,Customer 84,11,2116.38,0.1,172.61
2024-07-22,South,Furniture,Chairs,Customer 41,9,637.69,0.0,19.05
2024-07-11,Central,Technology,Machines,Customer 79,12,159.17,0.2,-6.16
2023-06-04,South,Furniture,Chairs,Customer 120,12,169.06,0.1,14.82
2023-11-10,West,Technology,Phones,Customer 71,6,835.29,0.4,-246.35
2024-11-03,South,Office Supplies,Storage,Customer 37,13,192.67,0.0,65.17
2024-07-02,South,Office Supplies,Storage,Customer 102,9,127.34,0.3,7.42
2023-01-19,West,Office Supplies,Paper,Customer 82,5,53.65,0.1,13.87
2023-07-23,West,Office Supplies,Storage,Customer 24,11,129.38,0.0,24.34
2023-08-27,West,Office Supplies,Binders,Customer 8,11,103.04,0.0,25.62
2024-10-28,West,Office Supplies,Labels,Customer 39,9,87.18,0.0,13.03
2024-09-02,South,Office Supplies,Paper,Customer 52,9,110.4,0.0,16.97
2023-06-01,Central,Technology,Machines,Customer 17,10,364.64,0.0,-31.73
2023-10-31,West,Office Supplies,Paper,Customer 72,9,206.44,0.15,-35.4
2023-02-10,South,Furniture,Furnishings,Customer 31,1,78.26,0.3,1.16
2024-11-29,South,Office Supplies,Binders,Customer 78,10,176.74,0.4,-16.91
2023-07-20,Central,Office Supplies,Paper,Customer 49,5,26.34,0.1,5.73
2024-10-21,East,Office Supplies,Storage,Customer 54,2,26.61,0.0,9.8
2024-05-02,Central,Office Supplies,Binders,Customer 63,4,6.67,0.15,-0.68
2024-02-20,East,Office Supplies,Storage,Customer 18,12,204.07,0.1,5.17
2024-06-26,South,Office Supplies,Art,Customer 92,13,268.2,0.0,-9.83
2023-08-22,South,Technology,Machines,Customer 116,8,498.6,0.1,64.09
2024-03-28,West,Office Supplies,Labels,Customer 46,10,152.67,0.0,43.94
2024-01-26,East,Technology,Machines,Customer 13,3,264.11,0.1,-22.31
2024-07-04,Central,Office Supplies,Storage,Customer 26,12,54.67,0.4,-6.76
2023-07-15,South,Technology,Copiers,Customer 113,8,967.75,0.4,-176.0
2024-11-03,Central,Technology,Machines,Customer 91,10,377.36,0.0,80.32
2024-03-25,West,Technology,Accessories,Customer 59,5,520.54,0.0,-56.29
2024-02-04,West,Office Supplies,Binders,Customer 11,2,19.33,0.0,2.93
2024-02-23,West,Office Supplies,Labels,Customer 64,5,106.22,0.3,40.6
2023-12-31,West,Technology,Copiers,Customer 45,2,209.68,0.1,-5.84
2023-12-22,East,Technology,Accessories,Customer 79,8,1659.26,0.0,326.68
2023-12-20,West,Technology,Machines,Customer 19,3,510.44,0.0,135.72
2024-03-02,South,Office Supplies,Labels,Customer 88,2,14.92,0.1,1.55
2023-03-27,South,Furniture,Chairs,Customer 28,2,139.32,0.3,22.29
2023-09-20,East,Technology,Accessories,Customer 36,7,548.75,0.15,14.58
2024-02-17,East,Furniture,Chairs,Customer 85,6,290.12,0.15,-17.14
2024-08-10,East,Furniture,Bookcases,Customer 2,10,251.72,0.1,73.19
2023-01-13,East,Furniture,Tables,Customer 115,12,1514.21,0.0,399.85
2024-06-02,East,Furniture,Bookcases,Customer 65,2,142.21,0.2,36.75
2023-08-07,South,Office Supplies,Paper,Customer 57,3,21.75,0.0,8.29
2023-11-11,West,Office Supplies,Art,Customer 46,8,13.33,0.0,-2.46
2024-10-21,West,Office Supplies,Paper,Customer 58,10,99.69,0.15,11.67
2024-04-29,West,Office Supplies,Storage,Customer 36,4,42.67,0.0,14.54
2023-08-03,South,Technology,Copiers,Customer 26,11,1281.12,0.1,591.21
2023-02-27,West,Furniture,Furnishings,Customer 43,4,180.79,0.2,4.17
2023-10-06,Central,Technology,Accessories,Customer 35,6,673.88,0.15,-4.59
2024-05-04,Central,Office Supplies,Binders,Customer 93,3,28.31,0.1,2.09
2024-03-07,West,Technology,Copiers,Customer 48,13,1795.93,0.0,513.95
2023-06-20,South,Office Supplies,Art,Customer 26,12,84.06,0.4,11.33
2024-04-09,Central,Office Supplies,Art,Customer 100,8,66.68,0.3,10.59
2024-02-07,South,Furniture,Furnishings,Customer 48,2,178.73,0.0,57.28
2023-02-08,Central,Office Supplies,Binders,Customer 48,12,179.2,0.3,-8.79
2023-07-17,West,Office Supplies,Labels,Customer 87,2,12.21,0.0,4.93
2024-12-22,West,Furniture,Chairs,Customer 108,12,874.03,0.2,59.08
2023-07-02,West,Technology,Phones,Customer 41,6,138.8,0.15,7.11
2024-07-25,South,Office Supplies,Binders,Customer 66,3,20.64,0.0,6.81
2024-09-08,East,Technology,Accessories,Customer 8,7,857.58,0.15,165.99
2024-01-26,East,Furniture,Tables,Customer 13,13,613.37,0.15,44.8
2024-10-05,West,Furniture,Chairs,Customer 111,13,362.07,0.1,-19.27
2023-02-16,Central,Technology,Copiers,Customer 57,12,1753.49,0.1,423.29
2023-01-26,West,Office Supplies,Storage,Customer 97,7,55.25,0.0,1.37
2023-09-13,East,Office Supplies,Storage,Customer 58,5,92.29,0.0,9.95
2023-10-07,West,Office Supplies,Storage,Customer 84,13,179.38,0.0,12.9
2024-11-24,West,Office Supplies,Paper,Customer 61,1,12.37,0.15,1.51
2024-12-10,West,Office Supplies,Binders,Customer 80,8,143.71,0.0,78.43
2024-12-23,East,Office Supplies,Labels,Customer 82,13,40.53,0.0,13.2
2024-05-09,Central,Office Supplies,Storage,Customer 32,1,21.74,0.2,0.71
2023-04-29,South,Furniture,Chairs,Customer 98,13,926.61,0.0,79.03
2023-04-05,South,Office Supplies,Labels,Customer 40,3,53.99,0.0,14.44
2023-11-28,West,Office Supplies,Binders,Customer 109,1,8.12,0.1,-0.18
2023-02-15,West,Furniture,Tables,Customer 69,4,450.3,0.15,72.86
2024-11-30,South,Office Supplies,Binders,Customer 63,12,207.58,0.1,29.12
2023-09-05,East,Office Supplies,Labels,Customer 86,8,94.64,0.0,4.14
2023-11-19,South,Office Supplies,Paper,Customer 48,5,76.57,0.3,7.0
2023-02-13,South,Furniture,Chairs,Customer 5,13,785.79,0.0,164.54
2024-05-18,West,Office Supplies,Paper,Customer 114,5,83.61,0.4,-21.44
2023-05-05,West,Office Supplies,Binders,Customer 58,3,5.0,0.0,1.52
2024-05-17,South,Office Supplies,Storage,Customer 92,4,47.51,0.4,8.78
2023-04-09,Central,Office Supplies,Paper,Customer 52,1,12.01,0.0,0.64
2023-10-02,East,Office Supplies,Art,Customer 56,12,156.0,0.0,21.37
2023-11-17,South,Furniture,Furnishings,Customer 47,9,1110.16,0.3,54.33
2024-04-18,South,Office Supplies,Storage,Customer 65,2,22.76,0.0,11.1
2024-05-30,East,Technology,Phones,Customer 18,4,383.11,0.2,-41.01
2023-08-11,East,Office Supplies,Art,Customer 63,3,41.53,0.1,4.44
2023-01-10,West,Office Supplies,Labels,Customer 89,3,44.21,0.3,8.35
2024-02-23,West,Office Supplies,Paper,Customer 31,10,139.18,0.0,41.59
2024-06-04,South,Office Supplies,Storage,Customer 1,10,137.35,0.1,-2.48
2024-07-17,South,Office Supplies,Labels,Customer 90,8,126.0,0.2,-15.05
2024-05-21,Central,Technology,Accessories,Customer 110,3,467.18,0.15,-55.49
2023-10-21,West,Furniture,Furnishings,Customer 103,13,844.52,0.0,300.78
2023-09-22,West,Office Supplies,Binders,Customer 48,4,15.19,0.0,3.94
2023-12-17,East,Office Supplies,Binders,Customer 94,11,102.0,0.0,41.24
2024-07-13,Central,Technology,Phones,Customer 33,12,1115.68,0.4,-100.35
2024-05-12,South,Office Supplies,Paper,Customer 91,10,55.29,0.2,-0.21
2024-10-05,Central,Furniture,Furnishings,Customer 70,6,660.95,0.15,169.19
2023-10-11,West,Office Supplies,Art,Customer 120,9,133.36,0.0,34.15
2023-05-22,East,Office Supplies,Storage,Customer 22,10,141.45,0.0,27.88
2024-11-29,East,Furniture,Tables,Customer 54,5,184.64,0.0,6.44
2024-05-07,East,Office Supplies,Storage,Customer 108,2,33.21,0.15,0.39
2024-09-02,Central,Office Supplies,Storage,Customer 78,9,93.22,0.3,-5.22
2024-02-02,South,Furniture,Furnishings,Customer 20,12,283.66,0.3,-1.78
2024-11-06,Central,Furniture,Bookcases,Customer 5,8,540.67,0.0,39.51
2024-09-26,South,Office Supplies,Storage,Customer 118,3,51.68,0.3,-10.81
2023-04-20,West,Furniture,Bookcases,Customer 24,3,220.75,0.3,2.53
2024-04-11,East,Office Supplies,Binders,Customer 97,7,134.52,0.15,14.06
2023-06-24,East,Office Supplies,Binders,Customer 109,7,165.32,0.1,59.01
2024-03-18,South,Technology,Phones,Customer 60,6,903.7,0.2,56.05
2023-06-23,West,Office Supplies,Binders,Customer 99,11,177.71,0.2,24.57
2024-10-22,South,Technology,Machines,Customer 24,4,876.24,0.15,180.81
2024-01-30,East,Furniture,Furnishings,Customer 64,6,519.21,0.2,-16.98
2023-05-07,East,Furniture,Tables,Customer 61,9,870.52,0.2,-28.08
2024-12-02,Central,Office Supplies,Binders,Customer 6,2,39.93,0.1,9.91
2023-01-10,South,Furniture,Furnishings,Customer 50,8,552.0,0.1,-25.21
2023-03-16,East,Office Supplies,Paper,Customer 39,4,27.0,0.0,5.1
2024-08-11,Central,Furniture,Furnishings,Customer 8,12,307.46,0.1,-4.8
2023-04-17,West,Furniture,Bookcases,Customer 73,2,155.52,0.0,6.77
2023-05-24,East,Furniture,Tables,Customer 10,3,110.57,0.2,18.89
2023-10-13,South,Furniture,Bookcases,Customer 82,12,1323.64,0.15,464.29
2023-03-03,South,Furniture,Furnishings,Customer 67,10,721.17,0.0,107.33
2023-10-28,West,Technology,Phones,Customer 35,3,453.9,0.4,14.88
2023-01-24,East,Office Supplies,Art,Customer 80,11,85.89,0.0,14.01
2023-06-06,Central,Technology,Copiers,Customer 65,5,495.88,0.0,75.17
2024-11-30,Central,Office Supplies,Art,Customer 26,1,12.22,0.4,0.18
2024-10-28,West,Technology,Copiers,Customer 20,2,310.27,0.0,-6.25
2023-02-18,East,Office Supplies,Paper,Customer 118,2,8.16,0.0,2.59
2023-10-25,East,Technology,Machines,Customer 43,10,1500.1,0.0,459.82
2024-03-18,South,Furniture,Chairs,Customer 33,3,324.19,0.1,86.27
2023-07-18,South,Office Supplies,Art,Customer 77,1,23.89,0.1,-1.5
2024-03-23,South,Technology,Accessories,Customer 74,12,2034.3,0.15,863.58
2024-10-06,South,Office Supplies,Binders,Customer 107,1,18.81,0.1,-1.55
2024-05-28,West,Office Supplies,Paper,Customer 41,10,75.71,0.0,-10.55
2024-03-19,Central,Technology,Copiers,Customer 50,8,1864.17,0.15,330.94
2023-06-24,West,Furniture,Bookcases,Customer 18,12,739.79,0.3,100.07
2023-11-16,East,Office Supplies,Binders,Customer 32,3,45.64,0.1,7.68
2023-11-18,West,Furniture,Bookcases,Customer 92,11,383.08,0.0,188.27
2023-01-05,West,Office Supplies,Paper,Customer 24,6,70.85,0.0,26.05
2024-02-14,South,Technology,Machines,Customer 23,12,1503.23,0.15,227.07
2024-03-24,South,Office Supplies,Storage,Customer 13,12,154.17,0.15,25.19
2023-04-02,West,Office Supplies,Art,Customer 110,9,92.26,0.1,-7.67
2024-09-26,East,Technology,Copiers,Customer 113,10,1433.04,0.2,59.43
2023-07-04,East,Furniture,Chairs,Customer 111,13,796.67,0.3,-19.2
2024-10-14,Central,Office Supplies,Storage,Customer 6,12,126.91,0.0,68.89
2023-08-03,West,Furniture,Furnishings,Customer 118,12,646.98,0.0,93.28
2024-08-14,South,Technology,Copiers,Customer 10,12,1018.84,0.0,68.36
2024-11-14,South,Office Supplies,Art,Customer 112,3,21.95,0.2,2.06
2024-12-26,East,Office Supplies,Labels,Customer 12,1,16.85,0.1,7.43
2023-10-23,East,Office Supplies,Labels,Customer 38,9,133.36,0.15,15.09
2023-02-23,East,Office Supplies,Labels,Customer 38,4,49.54,0.1,7.98
2024-12-11,South,Office Supplies,Binders,Customer 13,12,20.0,0.0,2.0
2023-02-16,South,Furniture,Bookcases,Customer 113,9,436.75,0.2,37.12
2023-08-02,West,Furniture,Bookcases,Customer 59,12,605.57,0.0,7.29
2024-11-18,Central,Technology,Accessories,Customer 70,2,262.29,0.0,-2.47
2024-08-18,West,Office Supplies,Storage,Customer 67,13,237.64,0.15,18.49
2024-08-06,East,Office Supplies,Art,Customer 15,8,126.31,0.3,-6.77
2024-03-27,East,Office Supplies,Binders,Customer 109,6,49.78,0.15,10.69
2024-11-16,East,Office Supplies,Labels,Customer 53,13,222.32,0.3,17.67
2023-10-07,West,Office Supplies,Paper,Customer 91,6,99.53,0.0,26.67
2023-04-11,South,Furniture,Bookcases,Customer 2,13,570.49,0.0,222.28
2023-09-29,East,Furniture,Tables,Customer 66,2,179.22,0.0,22.23
2024-11-28,South,Technology,Copiers,Customer 4,10,1168.64,0.2,-131.44
2023-06-04,South,Office Supplies,Labels,Customer 93,13,335.43,0.3,-8.85
2024-09-25,Central,Technology,Machines,Customer 34,5,1034.04,0.15,210.49
2024-03-01,West,Office Supplies,Paper,Customer 102,6,49.19,0.0,18.27
2024-10-27,West,Office Supplies,Binders,Customer 110,8,121.78,0.3,-42.38
2023-05-16,Central,Office Supplies,Storage,Customer 102,5,86.14,0.3,-0.91
2024-03-31,South,Furniture,Tables,Customer 116,8,480.39,0.1,146.8
2023-05-18,East,Office Supplies,Storage,Customer 119,9,176.7,0.0,32.65
2024-01-02,South,Furniture,Chairs,Customer 82,7,385.92,0.0,42.4
2024-09-29,Central,Technology,Machines,Customer 59,13,1275.69,0.0,30.81
2024-10-01,Central,Technology,Accessories,Customer 81,10,1294.29,0.2,-170.63
2024-06-17,South,Office Supplies,Art,Customer 89,8,146.3,0.1,-8.09
2024-05-10,West,Furniture,Furnishings,Customer 46,4,311.19,0.0,18.96
2023-01-23,Central,Furniture,Furnishings,Customer 29,11,417.75,0.1,109.61
2024-09-28,West,Office Supplies,Storage,Customer 84,4,85.01,0.1,14.66
2024-05-14,South,Office Supplies,Storage,Customer 101,3,5.0,0.0,1.36
2023-08-20,West,Furniture,Bookcases,Customer 16,13,832.38,0.2,-120.12
2024-10-04,Central,Office Supplies,Labels,Customer 6,2,27.68,0.3,-3.67
2024-07-22,South,Office Supplies,Labels,Customer 68,10,105.15,0.1,-17.28
2023-09-10,West,Office Supplies,Labels,Customer 6,8,143.27,0.2,9.73
2024-02-13,Central,Office Supplies,Storage,Customer 101,1,5.49,0.15,0.12
2024-07-19,Central,Office Supplies,Labels,Customer 68,5,82.74,0.3,-9.47
2024-10-03,South,Furniture,Tables,Customer 3,11,331.98,0.3,-72.08
2023-04-01,South,Technology,Machines,Customer 104,8,900.44,0.4,-137.42
2023-07-16,South,Furniture,Furnishings,Customer 24,4,328.15,0.15,-45.83
2023-07-16,East,Office Supplies,Art,Customer 23,8,119.95,0.1,17.69
2023-12-30,South,Office Supplies,Paper,Customer 60,13,94.49,0.15,8.97
2024-05-16,East,Furniture,Bookcases,Customer 81,8,620.27,0.1,-31.03
2023-08-25,Central,Office Supplies,Paper,Customer 16,2,28.63,0.0,-2.37
2023-12-18,West,Furniture,Bookcases,Customer 71,10,663.88,0.2,67.28
2023-08-19,Central,Furniture,Tables,Customer 81,9,605.24,0.3,121.41
2024-10-19,South,Furniture,Tables,Customer 9,9,249.63,0.15,10.61
2024-03-31,East,Technology,Accessories,Customer 27,9,881.15,0.0,47.34
2024-11-06,South,Technology,Machines,Customer 26,1,79.68,0.1,-11.01
2024-05-01,West,Furniture,Tables,Customer 111,2,194.38,0.0,73.08
2024-11-22,East,Furniture,Bookcases,Customer 104,13,1190.01,0.0,232.37
2023-01-29,East,Furniture,Bookcases,Customer 95,9,382.39,0.1,52.67
2024-12-28,Central,Office Supplies,Art,Customer 40,4,48.32,0.3,-3.06
2024-09-03,South,Technology,Phones,Customer 98,8,36.02,0.15,5.42
2023-12-24,South,Office Supplies,Storage,Customer 89,3,33.71,0.3,-8.27
2023-08-03,East,Technology,Copiers,Customer 94,13,1045.93,0.15,95.01
2024-12-28,East,Furniture,Tables,Customer 118,3,5.0,0.0,-1.06
2023-11-30,East,Furniture,Bookcases,Customer 54,5,312.37,0.1,40.53
2023-11-17,West,Office Supplies,Storage,Customer 6,6,95.34,0.2,8.01
2024-02-04,East,Technology,Copiers,Customer 6,7,458.74,0.3,-36.68
2024-03-12,South,Furniture,Tables,Customer 35,4,279.5,0.0,44.4
2023-04-01,South,Office Supplies,Labels,Customer 58,10,70.11,0.0,17.52
2024-02-05,Central,Office Supplies,Storage,Customer 102,4,61.8,0.1,1.63
2023-03-16,West,Technology,Machines,Customer 78,9,850.55,0.1,114.63
2023-01-10,West,Technology,Phones,Customer 87,9,752.48,0.1,90.98
2023-06-23,South,Technology,Copiers,Customer 67,10,1000.63,0.1,-22.0
2024-01-29,West,Furniture,Bookcases,Customer 10,11,1396.66,0.1,428.76
2024-12-02,Central,Office Supplies,Art,Customer 86,1,10.97,0.2,0.62
2023-06-04,Central,Office Supplies,Binders,Customer 16,7,73.97,0.4,-9.95
2023-04-16,West,Office Supplies,Paper,Customer 93,10,137.58,0.15,-6.99
2023-04-26,South,Office Supplies,Binders,Customer 43,7,184.59,0.0,35.1
2023-11-24,East,Technology,Copiers,Customer 61,8,1138.9,0.0,25.35
2024-07-26,East,Office Supplies,Storage,Customer 90,12,125.64,0.4,-21.81
2024-07-20,West,Office Supplies,Storage,Customer 28,7,95.72,0.2,5.5
2023-07-26,West,Technology,Phones,Customer 53,1,74.84,0.0,25.16
2023-02-05,South,Furniture,Tables,Customer 103,10,361.04,0.4,-81.72
2023-09-10,West,Office Supplies,Art,Customer 25,8,133.67,0.1,8.99
2023-12-29,Central,Technology,Phones,Customer 65,12,1034.66,0.1,233.79
2024-12-19,West,Office Supplies,Storage,Customer 92,6,100.18,0.15,12.71
2023-07-08,West,Technology,Phones,Customer 48,4,605.5,0.15,68.01
2024-09-17,West,Office Supplies,Binders,Customer 41,11,120.72,0.3,-12.22
2024-11-16,East,Office Supplies,Paper,Customer 42,11,173.92,0.2,-29.11
2023-02-11,East,Office Supplies,Labels,Customer 64,13,132.5,0.0,47.03
2024-09-07,West,Office Supplies,Binders,Customer 74,2,14.11,0.3,-4.28
2024-10-31,South,Furniture,Chairs,Customer 112,11,704.37,0.3,-127.15
2023-05-24,East,Office Supplies,Binders,Customer 48,13,132.65,0.1,25.01
2024-11-19,West,Furniture,Chairs,Customer 1,10,401.37,0.0,108.57
2024-10-14,East,Office Supplies,Binders,Customer 73,8,109.68,0.4,-3.34
2024-02-04,South,Office Supplies,Paper,Customer 77,6,70.57,0.3,-21.61
2024-06-29,East,Technology,Copiers,Customer 114,8,867.24,0.0,219.11
2024-12-17,Central,Office Supplies,Storage,Customer 35,6,62.07,0.0,-5.28
2024-09-09,South,Office Supplies,Labels,Customer 29,3,15.73,0.2,1.73
2024-10-25,East,Office Supplies,Art,Customer 106,3,81.79,0.1,31.67
2024-02-10,West,Office Supplies,Art,Customer 118,9,28.34,0.1,-0.23
2023-12-29,South,Furniture,Tables,Customer 69,9,978.08,0.0,-238.75
2024-01-28,Central,Furniture,Tables,Customer 57,11,1017.53,0.0,334.32
2023-01-19,South,Technology,Accessories,Customer 29,4,614.65,0.0,140.02
2023-04-30,West,Office Supplies,Paper,Customer 119,12,254.03,0.3,10.57
2024-12-29,West,Technology,Phones,Customer 38,6,660.78,0.0,-27.12
2023-10-25,West,Office Supplies,Art,Customer 113,5,41.18,0.0,5.33
2023-03-02,West,Office Supplies,Paper,Customer 78,3,30.57,0.2,4.48
2024-11-01,South,Furniture,Bookcases,Customer 14,10,682.9,0.1,169.97
2024-04-10,East,Office Supplies,Storage,Customer 7,2,32.8,0.4,-5.64
2024-08-10,Central,Furniture,Chairs,Customer 52,5,8.33,0.15,1.82
2023-11-15,West,Technology,Copiers,Customer 9,4,326.63,0.0,38.15
2024-10-01,South,Office Supplies,Art,Customer 83,3,17.8,0.15,6.19
2023-02-05,Central,Furniture,Bookcases,Customer 73,7,283.9,0.15,66.33
2023-05-21,Central,Office Supplies,Labels,Customer 84,10,159.48,0.4,-9.81
2023-10-30,South,Office Supplies,Labels,Customer 25,8,78.57,0.0,14.7
2024-01-30,West,Technology,Machines,Customer 58,3,292.71,0.2,8.8
2023-07-29,Central,Technology,Machines,Customer 120,10,1290.42,0.15,-163.1
2023-02-21,East,Office Supplies,Binders,Customer 23,11,112.35,0.0,19.12
2024-09-15,East,Furniture,Bookcases,Customer 4,6,551.39,0.0,124.16
2023-07-26,East,Office Supplies,Binders,Customer 100,13,217.2,0.15,26.17
2023-11-18,West,Office Supplies,Labels,Customer 44,12,296.05,0.0,99.53
2023-12-09,West,Furniture,Furnishings,Customer 113,7,569.47,0.2,7.34
2023-08-21,South,Office Supplies,Labels,Customer 66,4,50.85,0.0,8.67
2024-12-13,Central,Technology,Phones,Customer 45,12,552.01,0.15,13.89
2023-06-22,East,Technology,Machines,Customer 89,5,356.25,0.3,-27.42
2024-07-21,South,Furniture,Furnishings,Customer 89,6,481.84,0.15,74.87
2023-04-21,South,Technology,Machines,Customer 10,2,59.78,0.0,24.25
2023-04-06,Central,Furniture,Furnishings,Customer 103,9,88.29,0.15,10.23
2023-02-22,West,Furniture,Chairs,Customer 36,5,339.5,0.0,60.47
2024-12-20,West,Office Supplies,Labels,Customer 42,9,171.05,0.1,-47.27
2024-06-05,Central,Office Supplies,Art,Customer 15,1,18.52,0.1,-0.22
2024-01-02,South,Technology,Copiers,Customer 99,12,1992.64,0.1,542.86
2023-09-16,East,Office Supplies,Labels,Customer 72,7,159.61,0.0,-12.27
2024-10-09,West,Technology,Machines,Customer 104,10,1067.35,0.0,2.95
2024-09-19,South,Technology,Phones,Customer 98,9,1346.96,0.4,4.29
2024-01-17,East,Technology,Phones,Customer 44,11,927.55,0.15,253.25
2024-11-23,West,Office Supplies,Storage,Customer 52,13,37.62,0.1,3.87
2023-11-14,Central,Office Supplies,Labels,Customer 30,4,6.67,0.1,2.51
2023-04-16,East,Office Supplies,Art,Customer 116,1,18.14,0.1,-0.0
2024-07-21,East,Office Supplies,Paper,Customer 38,13,81.6,0.2,15.59
